tanggal,lat,lon,NO2,status_outlier,jenis_outlier,perubahan_NO2,persentase_perubahan,abs_perubahan
2026-05-04,-7.2,113.3,1.9933836399972773e-05,Normal,Normal,2.9132667683040385e-06,17.116153168478988,2.9132667683040385e-06
2026-05-05,-7.2,113.3,1.3257628189553578e-05,Normal,Normal,-6.676208210419195e-06,-33.49183808104452,6.676208210419195e-06
2026-05-06,-7.2,113.3,1.9800349657046047e-05,Normal,Normal,6.542721467492469e-06,49.35061817956128,6.542721467492469e-06
2026-05-07,-7.2,113.3,1.7535603282848408e-05,Normal,Normal,-2.2647463741976394e-06,-11.43791101381747,2.2647463741976394e-06
2026-05-08,-7.2,113.3,1.6888245082356775e-05,Normal,Normal,-6.473582004916331e-07,-3.691679094524314,6.473582004916331e-07
2026-05-09,-7.2,113.3,2.4028230109252038e-05,Normal,Normal,7.139985026895263e-06,42.27783876937241,7.139985026895263e-06
2026-05-10,-7.2,113.3,1.4927425258818026e-05,Normal,Normal,-9.100804850434012e-06,-37.87546901729462,9.100804850434012e-06
2026-05-11,-7.2,113.3,1.3729262928966898e-05,Normal,Normal,-1.1981623298511274e-06,-8.026584016177473,1.1981623298511274e-06
2026-05-12,-7.2,113.3,2.398425636446056e-05,Normal,Normal,1.0254993435493662e-05,74.69442087715434,1.0254993435493662e-05
2026-05-13,-7.2,113.3,1.525146910727333e-05,Normal,Normal,-8.732787257187231e-06,-36.41049830557731,8.732787257187231e-06
2026-05-14,-7.2,113.3,1.8875164756566894e-05,Normal,Normal,3.623695649293565e-06,23.759649800329385,3.623695649293565e-06
2026-05-15,-7.2,113.3,2.4779754692470505e-05,Normal,Normal,5.904589935903611e-06,31.282322628994976,5.904589935903611e-06
2026-05-16,-7.2,113.3,2.3868772443747972e-05,Normal,Normal,-9.109822487225337e-07,-3.6763166545766612,9.109822487225337e-07
2026-05-17,-7.2,113.3,2.679625374960382e-05,Normal,Normal,2.9274813058558486e-06,12.264900982047177,2.9274813058558486e-06
2026-05-18,-7.2,113.3,2.589548717893431e-05,Normal,Normal,-9.007665706695088e-07,-3.3615391878531797,9.007665706695088e-07
2026-05-19,-7.2,113.3,2.091547956260168e-05,Normal,Normal,-4.98000761633263e-06,-19.23117947896269,4.98000761633263e-06
2026-05-20,-7.2,113.3,1.7584386886809603e-05,Normal,Normal,-3.3310926757920783e-06,-15.926446562326502,3.3310926757920783e-06
2026-05-21,-7.2,113.3,9.630069754163916e-06,Normal,Normal,-7.954317132645687e-06,-45.235112169946504,7.954317132645687e-06
2026-05-22,-7.2,113.3,4.3268088431528e-05,Outlier,Outlier Tinggi,3.363801867736409e-05,349.301921336753,3.363801867736409e-05
2026-05-23,-7.2,113.3,3.592716408210465e-05,Normal,Normal,-7.340924349423353e-06,-16.966139747635044,7.340924349423353e-06
2026-05-24,-7.2,113.3,3.392312100913841e-05,Normal,Normal,-2.0040430729662378e-06,-5.578071980260901,2.0040430729662378e-06
2026-05-25,-7.2,113.3,2.8822143425107544e-05,Normal,Normal,-5.100977584030868e-06,-15.036875830666451,5.100977584030868e-06
2026-05-26,-7.2,113.3,2.4586539166193688e-05,Normal,Normal,-4.235604258913857e-06,-14.69566019584837,4.235604258913857e-06
2026-05-27,-7.2,113.3,2.8178008838103864e-05,Normal,Normal,3.591469671910176e-06,14.607463244963004,3.591469671910176e-06
2026-05-28,-7.2,113.3,2.954086845374063e-05,Normal,Normal,1.3628596156367679e-06,4.836607240302349,1.3628596156367679e-06
2026-05-29,-7.2,113.3,3.318657221268128e-05,Normal,Normal,3.6457037589406495e-06,12.341220653853213,3.6457037589406495e-06
2026-05-30,-7.2,113.3,2.0728683251671677e-05,Normal,Normal,-1.2457888961009604e-05,-37.538944610402346,1.2457888961009604e-05
2026-05-31,-7.2,113.3,2.402330791472282e-05,Normal,Normal,3.294624663051143e-06,15.894037373480764,3.294624663051143e-06
2026-06-01,-7.2,113.3,2.1118221906451032e-05,Normal,Normal,-2.905086008271787e-06,-12.092780971647077,2.905086008271787e-06
2026-06-02,-7.2,113.3,2.189174271419655e-05,Normal,Normal,7.735208077455161e-07,3.6628121968413696,7.735208077455161e-07
2026-06-03,-7.2,113.3,3.527262941567244e-05,Normal,Normal,1.338088670147589e-05,61.12298539302006,1.338088670147589e-05
2026-06-04,-7.2,113.3,2.1233902920756464e-05,Normal,Normal,-1.4038726494915974e-05,-39.80062367757093,1.4038726494915974e-05
2026-06-05,-7.2,113.3,1.791307072272155e-05,Normal,Normal,-3.3208321980349153e-06,-15.639292552236128,3.3208321980349153e-06
2026-06-06,-7.2,113.3,1.1643943844862274e-05,Normal,Normal,-6.269126877859275e-06,-34.997499730223815,6.269126877859275e-06
2026-06-07,-7.2,113.3,2.344112670624281e-05,Normal,Normal,1.1797182861380535e-05,101.31604049761779,1.1797182861380535e-05
2026-06-08,-7.2,113.3,2.4284716896914147e-05,Normal,Normal,8.435901906713372e-07,3.5987612764649013,8.435901906713372e-07
2026-06-09,-7.2,113.3,2.3164145201856185e-05,Normal,Normal,-1.1205716950579619e-06,-4.6143082491538205,1.1205716950579619e-06
2026-06-10,-7.2,113.3,1.7449072643851453e-05,Normal,Normal,-5.715072558004732e-06,-24.67206326071023,5.715072558004732e-06
2026-06-11,-7.2,113.3,1.921717832791743e-05,Normal,Normal,1.7681056840659779e-06,10.132949298534832,1.7681056840659779e-06
2026-06-13,-7.2,113.3,1.7140722173857148e-05,Normal,Normal,-2.076456154060283e-06,-10.805208333024341,2.076456154060283e-06
2026-06-14,-7.2,113.3,1.7907967278640936e-05,Normal,Normal,7.672451047837877e-07,4.476153904145197,7.672451047837877e-07
2026-06-15,-7.2,113.3,2.8608529096370714e-05,Normal,Normal,1.0700561817729779e-05,59.75307890188339,1.0700561817729779e-05
2026-06-16,-7.2,113.3,1.9162618996529493e-05,Normal,Normal,-9.445910099841221e-06,-33.017811115075936,9.445910099841221e-06
2026-06-17,-7.2,113.3,1.8535804658410887e-05,Normal,Normal,-6.268143381186056e-07,-3.271026461634119,6.268143381186056e-07
2026-06-18,-7.2,113.3,1.8354265945841986e-05,Normal,Normal,-1.8153871256890175e-07,-0.9793948302456168,1.8153871256890175e-07
2026-06-19,-7.2,113.3,2.7140965121337345e-05,Normal,Normal,8.78669917549536e-06,47.87278990847312,8.78669917549536e-06
2026-06-20,-7.2,113.3,2.0591161622481494e-05,Normal,Normal,-6.549803498855851e-06,-24.132537179772605,6.549803498855851e-06
2026-06-21,-7.2,113.3,1.6553876699374778e-05,Normal,Normal,-4.037284923106717e-06,-19.606882783624968,4.037284923106717e-06
2026-06-22,-7.2,113.3,1.4340557807356096e-05,Normal,Normal,-2.2133188920186813e-06,-13.370396144742791,2.2133188920186813e-06
2026-06-24,-7.2,113.3,1.6072872266660727e-05,Normal,Normal,1.7323144593046307e-06,12.079826200456623,1.7323144593046307e-06
2026-06-25,-7.2,113.3,1.4650136228729144e-05,Normal,Normal,-1.422736037931583e-06,-8.851784636419369,1.422736037931583e-06
2026-06-26,-7.2,113.3,1.0379071693040924e-05,Normal,Normal,-4.2710645356882205e-06,-29.153753036866625,4.2710645356882205e-06
2026-06-27,-7.2,113.3,1.237395018652673e-05,Normal,Normal,1.9948784934858064e-06,19.220201502446077,1.9948784934858064e-06
2026-06-28,-7.2,113.3,2.217257535893938e-05,Normal,Normal,9.79862517241265e-06,79.18752722216225,9.79862517241265e-06
2026-06-29,-7.2,113.3,2.494878750589826e-05,Normal,Normal,2.77621214695888e-06,12.52092777684297,2.77621214695888e-06
2026-06-30,-7.2,113.3,2.847174080104241e-05,Normal,Normal,3.5229532951441494e-06,14.120739512135705,3.5229532951441494e-06
2026-07-01,-7.2,113.3,2.107816314795891e-05,Normal,Normal,-7.3935776530835005e-06,-25.968126447726046,7.3935776530835005e-06
2026-07-02,-7.2,113.3,2.575707576507268e-05,Normal,Normal,4.6789126171137715e-06,22.197914421052634,4.6789126171137715e-06
2026-07-03,-7.2,113.3,1.5911286061888557e-05,Normal,Normal,-9.845789703184123e-06,-38.22557262705766,9.845789703184123e-06
2026-07-04,-7.2,113.3,1.0186665431000107e-05,Normal,Normal,-5.724620630888449e-06,-35.97836534785408,5.724620630888449e-06
2026-07-05,-7.2,113.3,1.452208640838052e-05,Normal,Normal,4.335420977380412e-06,42.559766066202975,4.335420977380412e-06
2026-07-06,-7.2,113.3,2.0136911581919943e-05,Normal,Normal,5.614825173539423e-06,38.66403914453489,5.614825173539423e-06
2026-07-07,-7.2,113.3,2.1943922316405988e-05,Normal,Normal,1.8070107344860453e-06,8.973624019427495,1.8070107344860453e-06
2026-07-08,-7.2,113.3,2.486827912385657e-05,Normal,Normal,2.924356807450581e-06,13.32649999979374,2.924356807450581e-06
2026-07-09,-7.2,113.3,3.4703360885381864e-05,Normal,Normal,9.835081761525295e-06,39.548702636566155,9.835081761525295e-06
2026-07-10,-7.2,113.3,2.2864698425080302e-05,Normal,Normal,-1.1838662460301561e-05,-34.11387876638881,1.1838662460301561e-05
2026-07-11,-7.2,113.3,4.757931093448413e-05,Outlier,Outlier Tinggi,2.471461250940383e-05,108.09069968880216,2.471461250940383e-05
2026-07-12,-7.2,113.3,2.2202922764336108e-05,Normal,Normal,-2.5376388170148025e-05,-53.33492156935786,2.5376388170148025e-05
2026-07-13,-7.2,113.3,1.5579316792638618e-05,Normal,Normal,-6.62360597169749e-06,-29.832135354435362,6.62360597169749e-06
2026-07-14,-7.2,113.3,1.639139645668529e-05,Normal,Normal,8.120796640466725e-07,5.212549913808728,8.120796640466725e-07
2026-07-15,-7.2,113.3,1.2250541132526403e-05,Normal,Normal,-4.140855324158887e-06,-25.262370629013887,4.140855324158887e-06
2026-07-16,-7.2,113.3,1.769434546638888e-05,Normal,Normal,5.4438043338624776e-06,44.43725607686535,5.4438043338624776e-06
2026-07-17,-7.2,113.3,1.699049864943509e-05,Normal,Normal,-7.038468169537916e-07,-3.977806459644284,7.038468169537916e-07
2026-07-18,-7.2,113.3,2.203021574738765e-05,Normal,Normal,5.039717097952562e-06,29.661972858696096,5.039717097952562e-06
2026-07-19,-7.2,113.3,1.5547748675315565e-05,Normal,Normal,-6.482467072072086e-06,-29.425345382015966,6.482467072072086e-06
2026-07-20,-7.2,113.3,2.227428000705065e-05,Normal,Normal,6.726531331735086e-06,43.2636999234139,6.726531331735086e-06
2026-07-21,-7.2,113.3,2.5485599059850622e-05,Normal,Normal,3.211319052799971e-06,14.417162089115632,3.211319052799971e-06
2026-07-22,-7.2,113.3,2.3454841259242013e-05,Normal,Normal,-2.0307578006086096e-06,-7.968256095685877,2.0307578006086096e-06
2026-07-23,-7.2,113.3,2.0809485724700034e-05,Normal,Normal,-2.6453555345419782e-06,-11.27850538532047,2.6453555345419782e-06
2026-07-24,-7.2,113.3,1.8197423787270767e-05,Normal,Normal,-2.6120619374292672e-06,-12.552265692606014,2.6120619374292672e-06
2026-07-25,-7.2,113.3,2.263857283656806e-05,Normal,Normal,4.441149049297292e-06,24.405372437410122,4.441149049297292e-06
2026-07-26,-7.2,113.3,1.817641314045754e-05,Normal,Normal,-4.462159696110518e-06,-19.71042842816839,4.462159696110518e-06
2026-07-27,-7.2,113.3,2.026267209657817e-05,Normal,Normal,2.086258956120629e-06,11.477836358577132,2.086258956120629e-06
2026-07-28,-7.2,113.3,1.3511261445649448e-05,Normal,Normal,-6.751410650928721e-06,-33.31944878123383,6.751410650928721e-06
2026-07-29,-7.2,113.3,1.7969085889348748e-05,Normal,Normal,4.457824443699299e-06,32.99339933307777,4.457824443699299e-06
2026-07-30,-7.2,113.3,1.9107327299752217e-05,Normal,Normal,1.1382414104034694e-06,6.334442483121339,1.1382414104034694e-06
2026-07-31,-7.2,113.3,1.6228449174876358e-05,Normal,Normal,-2.8788781248758587e-06,-15.06688025861781,2.8788781248758587e-06
2026-08-01,-7.2,113.3,1.0562437841452723e-05,Normal,Normal,-5.666011333423635e-06,-34.914065246575255,5.666011333423635e-06
2026-08-02,-7.2,113.3,7.055335033318461e-06,Normal,Normal,-3.5071028081342622e-06,-33.203535592611885,3.5071028081342622e-06
2026-08-03,-7.2,113.3,1.136377357706955e-05,Normal,Normal,4.3084385437510885e-06,61.06639193468073,4.3084385437510885e-06
2026-08-04,-7.2,113.3,1.298774726149411e-05,Normal,Normal,1.6239736844245607e-06,14.29079586468973,1.6239736844245607e-06
2026-08-05,-7.2,113.3,8.313182288894064e-06,Normal,Normal,-4.674564972600046e-06,-35.99211532595133,4.674564972600046e-06
2026-08-06,-7.2,113.3,1.641018049928412e-05,Normal,Normal,8.096998210390055e-06,97.39950272962474,8.096998210390055e-06
2026-08-07,-7.2,113.3,1.531408112749191e-05,Normal,Normal,-1.0960993717922087e-06,-6.679386444530733,1.0960993717922087e-06
2026-08-08,-7.2,113.3,2.0120247155485623e-05,Normal,Normal,4.806166027993712e-06,31.38396608965104,4.806166027993712e-06
2026-08-09,-7.2,113.3,1.1811234794119693e-05,Normal,Normal,-8.30901236136593e-06,-41.296770845583495,8.30901236136593e-06
2026-08-10,-7.2,113.3,1.8979136151564543e-05,Normal,Normal,7.16790135744485e-06,60.68714645325179,7.16790135744485e-06
2026-08-11,-7.2,113.3,2.536387960040575e-05,Normal,Normal,6.384743448841208e-06,33.64085381891779,6.384743448841208e-06
2026-08-12,-7.2,113.3,1.200257025054481e-05,Normal,Normal,-1.3361309349860941e-05,-52.67849225103244,1.3361309349860941e-05
2026-08-13,-7.2,113.3,1.3481292219660338e-05,Normal,Normal,1.4787219691155288e-06,12.320044275920061,1.4787219691155288e-06
2026-08-14,-7.2,113.3,2.0097956549630887e-05,Normal,Normal,6.616664329970548e-06,49.080342018854736,6.616664329970548e-06
2026-08-15,-7.2,113.3,1.6409765973380933e-05,Normal,Normal,-3.6881905762499537e-06,-18.351072494072483,3.6881905762499537e-06
2026-08-16,-7.2,113.3,1.5694290879140035e-05,Normal,Normal,-7.154750942408977e-07,-4.360056660171175,7.154750942408977e-07
2026-08-17,-7.2,113.3,7.090160332827285e-06,Normal,Normal,-8.60413054631275e-06,-54.82331513142065,8.60413054631275e-06
2026-08-18,-7.2,113.3,1.3328586990963736e-05,Normal,Normal,6.238426658136451e-06,87.98710276342658,6.238426658136451e-06
2026-08-19,-7.2,113.3,1.309344186701724e-05,Normal,Normal,-2.3514512394649577e-07,-1.764216447744349,2.3514512394649577e-07
2026-08-20,-7.2,113.3,9.883661664731048e-06,Normal,Normal,-3.2097802022861922e-06,-24.514411373923927,3.2097802022861922e-06
2026-08-21,-7.2,113.3,1.4381980676425598e-05,Normal,Normal,4.4983190116945495e-06,45.51267702481554,4.4983190116945495e-06
2026-08-22,-7.2,113.3,1.7312695114223922e-05,Normal,Normal,2.930714437798324e-06,20.3776830447439,2.930714437798324e-06
2026-08-23,-7.2,113.3,1.4914758188362092e-05,Normal,Normal,-2.3979369258618293e-06,-13.850743111000153,2.3979369258618293e-06
